Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude,BIO_score,LANG_score,OVERALL,MATH_STEM_RATIO,CS_STEM_RATIO,LANG_OVERALL_RATIO,CBSE_FLAG,ENGLISH_MEDIUM,Total Math_PERCENTILE,Total PHY_PERCENTILE,Total CS/IT_PERCENTILE,Total BIO/other_PERCENTILE,career_20
446,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,90.0,90.0,83,85,93.0,90.0,83.0,89.6,94.8,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,344.0,86.0,92.2,High,90.0,90.0,92.19999999999999,0.24127906976744187,0.24127906976744187,0.9761388286334057,0,0,0.6918472063854048,0.7522805017103763,0.4991448118586089,0.8762827822120867,1
447,ISC,CISCE,88.0,88.0,92,91,91.0,80.0,97.0,91.8,89.3,CISCE,English,371.0,92.75,90.55,High,80.0,88.0,90.55,0.24797843665768193,0.261455525606469,0.9718387631143015,0,1,0.8657354618015963,0.8902508551881414,0.9823261117445838,0.4985746864310148,1
448,HS,CBSE ,58.0,48.0,45,50,55.0,80.0,57.0,53.6,69.0,CBSE ,English,207.0,51.75,61.3,Low,80.0,53.0,61.3,0.21739130434782608,0.2753623188405797,0.8646003262642741,1,1,0.04532497149372862,0.021379703534777653,0.01539338654503991,0.4985746864310148,12
449,HS,West Bengal Council of Higher Secondary Education,71.0,87.0,81,52,41.0,66.0,83.0,71.4,0.8714,West Bengal Board Of Secondary Education,Bengali,257.0,64.25,36.1357,Medium,66.0,79.0,36.1357,0.3151750972762646,0.3229571984435798,2.18620367116176,0,0,0.6505131128848347,0.06727480045610035,0.4991448118586089,0.11345496009122007,20
450,Other,CBSE(AISSCE),78.0,86.0,44,51,36.0,56.0,83.0,53.0,0.76,ICSE(CISCE),English,214.0,53.5,26.88,Low,56.0,82.0,26.88,0.205607476635514,0.3878504672897196,3.050595238095238,1,1,0.02708095781071836,0.042759407069555305,0.4991448118586089,0.033922462941847205,9
451,ISC,Council for the Indian school certificate examination ,97.0,86.0,55,52,52.0,69.0,83.0,65.0,69.45,CBSE ,English,242.0,60.5,67.225,Medium,69.0,91.5,67.225,0.22727272727272727,0.34297520661157027,1.3611007809594646,0,1,0.15592930444697833,0.06727480045610035,0.4991448118586089,0.14310148232611175,9
452,HS,WBCHSE ,70.0,76.0,44,53,68.0,75.0,83.0,68.4,66.7,WBBSE,Bengali,248.0,62.0,67.55000000000001,Medium,75.0,73.0,67.55000000000001,0.1774193548387097,0.3346774193548387,1.0806809770540338,0,0,0.02708095781071836,0.08523375142531357,0.4991448118586089,0.23090079817559864,13
453,ISC,CISCE,72.0,72.0,45,66,63.0,80.0,77.0,70.0,54.0,CISCE,English,251.0,62.75,62.0,Medium,80.0,72.0,62.0,0.17928286852589642,0.30677290836653387,1.1612903225806452,0,1,0.04532497149372862,0.31442417331813,0.10661345496009123,0.4985746864310148,12
454,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,66.0,85.0,53,70,78.0,80.0,83.0,75.8,75.6,WEST BENGAL BOARD OF SECONDARY EDUCATION,English,284.0,71.0,75.69999999999999,Medium,80.0,75.5,75.69999999999999,0.18661971830985916,0.29225352112676056,0.9973579920739764,0,1,0.12229190421892816,0.3848346636259977,0.4991448118586089,0.4985746864310148,10
455,HS,WBBSE ,71.0,64.0,44,55,58.0,76.0,83.0,64.8,83.42,WBBSE ,Bengali,240.0,60.0,74.11,Low,76.0,67.5,74.11,0.18333333333333332,0.3458333333333333,0.9108082579948725,0,0,0.02708095781071836,0.1080387685290764,0.4991448118586089,0.2525655644241733,10
456,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,81.0,76.0,83,86,77.0,90.0,83.0,83.4,0.9214,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,329.0,82.25,42.160700000000006,High,90.0,78.5,42.160700000000006,0.25227963525835867,0.25227963525835867,1.8619235449126792,0,0,0.6918472063854048,0.7785062713797035,0.4991448118586089,0.8762827822120867,2
457,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,76.0,87.0,80,64,71.0,63.0,83.0,75.6,0.915,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,298.0,74.5,38.2575,Medium,63.0,81.5,38.2575,0.2684563758389262,0.2785234899328859,2.1303012481212833,0,0,0.6271379703534777,0.2759407069555302,0.4991448118586089,0.07782212086659065,20
458,HS,CBSE,100.0,86.0,52,52,69.0,80.0,67.0,68.0,84.2,CBSE,English,240.0,60.0,76.1,Low,80.0,93.0,76.1,0.21666666666666667,0.2791666666666667,1.2220762155059133,1,1,0.10860889395667046,0.06727480045610035,0.04903078677309008,0.4985746864310148,9
459,Other,Cbse ,93.0,86.0,63,80,86.0,99.0,83.0,84.2,92.2,Cbse ,English,312.0,78.0,88.2,Medium,99.0,89.5,88.2,0.20192307692307693,0.266025641025641,1.0147392290249433,0,1,0.3024515393386545,0.61345496009122,0.4991448118586089,0.9937286202964652,4
460,Other,CENTRAL BOARD OF SECONDARY EDUCATION ,94.0,86.0,73,92,85.0,94.0,83.0,87.6,95.5,CENTRAL BOARD OF SECONDARY EDUCATION ,English,333.0,83.25,91.55,High,94.0,90.0,91.55,0.21921921921921922,0.24924924924924924,0.9830693610049154,0,1,0.4823261117445838,0.9144811858608894,0.4991448118586089,0.9503990877993158,2
461,HS,West Bengal Council,83.0,71.0,48,62,50.0,53.0,83.0,63.8,0.74,West Bengal Board,Bengali,243.0,60.75,32.27,Medium,53.0,77.0,32.269999999999996,0.19753086419753085,0.34156378600823045,2.3861171366594363,0,0,0.07953249714937287,0.2266248574686431,0.4991448118586089,0.021664766248574687,20
462,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,75.0,90.0,76,60,81.0,73.0,83.0,79.0,79.0,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,300.0,75.0,79.0,Medium,73.0,82.5,79.0,0.25333333333333335,0.27666666666666667,1.0443037974683544,0,0,0.5513112884834663,0.1790193842645382,0.4991448118586089,0.1961231470923603,4
463,ISC,CISCE,90.0,86.0,93,94,93.0,80.0,95.0,93.0,91.0,CISCE,English,375.0,93.75,92.0,High,80.0,88.0,92.0,0.248,0.25333333333333335,0.9565217391304348,0,1,0.8848346636259977,0.9489737742303307,0.9615165336374002,0.4985746864310148,1
464,SSCE,CBSE,82.0,86.0,54,64,75.0,80.0,60.0,67.0,79.4,ICSE,English,253.0,63.25,73.2,Medium,80.0,84.0,73.2,0.2134387351778656,0.23715415019762845,1.1475409836065573,1,1,0.13968072976054732,0.2759407069555302,0.020524515393386546,0.4985746864310148,9
465,HS,West Bengal Council Of Higher Secondary Education (WBCHSE),88.0,88.0,83,70,80.0,80.0,83.0,83.8,0.8957,West Bengal Board of Secondary Education ( WBBSE),Bengali,316.0,79.0,42.34785,Medium,80.0,88.0,42.34785,0.2626582278481013,0.2626582278481013,2.07802757400907,0,0,0.6918472063854048,0.3848346636259977,0.4991448118586089,0.4985746864310148,4
466,Other, Central Board of Secondary Education,75.0,86.0,45,52,57.0,80.0,80.0,61.8,74.0, Central Board of Secondary Education,English,234.0,58.5,67.9,Low,80.0,80.5,67.9,0.19230769230769232,0.3418803418803419,1.1855670103092784,0,1,0.04532497149372862,0.06727480045610035,0.12913340935005702,0.4985746864310148,12
467,Other,CBSE,89.0,86.0,78,66,76.0,91.0,83.0,80.0,0.94,CBSE,English,303.0,75.75,40.47,Medium,91.0,87.5,40.47,0.25742574257425743,0.2739273927392739,2.1620953792933038,1,1,0.5920752565564424,0.31442417331813,0.4991448118586089,0.9007981755986317,4
468,ISC,CISCE,78.0,86.0,77,60,70.0,77.0,83.0,72.4,91.0,CISCE,English,290.0,72.5,81.7,Medium,77.0,82.0,81.7,0.2655172413793103,0.28620689655172415,1.003671970624235,0,1,0.5738312428734321,0.1790193842645382,0.4991448118586089,0.27137970353477764,9
469,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,80.0,93.0,63,60,58.0,80.0,80.0,75.2,0.8142,West Bengal Board Of Secondary Education ,Bengali,261.0,65.25,38.0071,Medium,80.0,86.5,38.0071,0.2413793103448276,0.3065134099616858,2.2758905572906114,0,0,0.3024515393386545,0.1790193842645382,0.12913340935005702,0.4985746864310148,9
470,HS,WBCHSE,78.0,90.0,78,70,71.0,66.0,83.0,77.4,78.42,WBBSE,Bengali,302.0,75.5,77.91,Medium,66.0,84.0,77.91,0.2582781456953642,0.27483443708609273,1.078167115902965,0,0,0.5920752565564424,0.3848346636259977,0.4991448118586089,0.11345496009122007,4
471,ISC,CISCE,76.0,76.0,63,83,78.0,72.0,83.0,77.0,82.833,CISCE,English,307.0,76.75,79.9165,Medium,72.0,76.0,79.9165,0.20521172638436483,0.2703583061889251,0.9509925985247102,0,1,0.3024515393386545,0.7032497149372862,0.4991448118586089,0.18329532497149373,4
472,HS,WBCHSE,75.0,92.0,57,62,77.0,81.0,83.0,77.4,91.0,WBBSE,Bengali,279.0,69.75,84.2,Medium,81.0,83.5,84.2,0.20430107526881722,0.2974910394265233,0.9916864608076009,0,0,0.18899657924743443,0.2266248574686431,0.4991448118586089,0.7115165336374002,6
473,ISC,Council for the Indian School Certificate Examinations,89.0,89.0,91,86,64.0,94.0,94.0,91.4,91.0,Council for the Indian School Certificate Examinations,English,335.0,83.75,91.2,High,94.0,89.0,91.2,0.2716417910447761,0.28059701492537314,0.9758771929824561,0,1,0.8454960091220068,0.7785062713797035,0.9464082098061574,0.9503990877993158,2
474,HS,WBCHSE,78.0,84.0,81,66,81.0,80.0,83.0,80.8,87.0,WBBSE,Bengali,311.0,77.75,83.9,Medium,80.0,81.0,83.9,0.2604501607717042,0.26688102893890675,0.9654350417163289,0,0,0.6505131128848347,0.31442417331813,0.4991448118586089,0.4985746864310148,4
475,HS,West Bengal Council of Higher Secondary Education,92.0,90.0,64,90,87.0,91.0,83.0,90.0,94.42,West Bengal Board of Secondary Education,Bengali,324.0,81.0,92.21,High,91.0,91.0,92.21000000000001,0.19753086419753085,0.25617283950617287,0.9868777789827566,0,0,0.3209806157354618,0.8608893956670467,0.4991448118586089,0.9007981755986317,2
476,HS,WBCHSE,71.0,93.0,52,60,79.0,80.0,65.0,68.2,0.811,WBBSE,English,256.0,64.0,34.505500000000005,Medium,80.0,82.0,34.505500000000005,0.203125,0.25390625,2.376432742606251,0,1,0.10860889395667046,0.1790193842645382,0.039623717217787915,0.4985746864310148,9
477,HS,West Bengal Council Of Higher Secondary Education,92.0,87.0,84,51,67.0,77.0,83.0,81.4,0.929,West Bengal Bord Of Secondary Education ,Bengali,285.0,71.25,41.1645,Medium,77.0,89.5,41.164500000000004,0.29473684210526313,0.2912280701754386,2.1742035005891,0,0,0.7115165336374002,0.042759407069555305,0.4991448118586089,0.27137970353477764,9
478,HS,CBSE,71.0,86.0,54,53,53.0,53.0,53.0,56.8,62.0,WBBSE,English,213.0,53.25,59.4,Low,53.0,78.5,59.4,0.2535211267605634,0.24882629107981222,1.3215488215488216,1,1,0.13968072976054732,0.08523375142531357,0.00798175598631699,0.021664766248574687,20
479,HS,WBCHSE,90.0,82.0,74,73,80.0,80.0,93.0,83.8,84.43,WBBSE,Bengali,320.0,80.0,84.11500000000001,Medium,80.0,86.0,84.11500000000001,0.23125,0.290625,1.022409796112465,0,0,0.5017103762827823,0.45923603192702395,0.9332953249714937,0.4985746864310148,2
480,ISC,Indian School Certificate ,90.0,90.0,62,55,64.0,83.0,85.0,82.4,81.0,ICSE,English,266.0,66.5,81.7,Medium,83.0,90.0,81.7,0.23308270676691728,0.31954887218045114,1.1015911872705018,0,1,0.282497149372862,0.1080387685290764,0.8557582668187002,0.7557012542759407,5
481,HS,WBCHSE ,80.0,76.0,60,52,58.0,66.0,83.0,68.0,0.83,WBBSE,Bengali,253.0,63.25,34.415,Medium,66.0,78.0,34.415,0.23715415019762845,0.32806324110671936,2.2664535812872293,0,0,0.2354618015963512,0.06727480045610035,0.4991448118586089,0.11345496009122007,20
482,SSCE,Central Board of Secondary Education ,84.0,86.0,62,80,69.0,80.0,90.0,77.0,87.0,Central Board of Secondary Education ,English,301.0,75.25,82.0,Medium,80.0,85.0,82.0,0.2059800664451827,0.29900332225913623,1.0365853658536586,0,1,0.282497149372862,0.61345496009122,0.9002280501710376,0.4985746864310148,4
483,HS,WBCHSE,72.0,85.0,81,50,58.0,57.0,83.0,70.6,0.85,WBBSE,Bengali,272.0,68.0,35.724999999999994,Medium,57.0,78.5,35.724999999999994,0.2977941176470588,0.30514705882352944,2.1973407977606723,0,0,0.6505131128848347,0.021379703534777653,0.4991448118586089,0.037058152793614595,20
484,HS,WBCHSE,87.0,95.0,80,62,83.0,85.0,83.0,86.0,0.9014,WBBSE,Bengali,308.0,77.0,43.4507,Medium,85.0,91.0,43.4507,0.2597402597402597,0.2694805194805195,2.094327594262003,0,0,0.6271379703534777,0.2266248574686431,0.4991448118586089,0.7907639680729761,4
485,HS,WBCHSE,80.0,70.0,55,51,60.0,60.0,83.0,65.0,0.6957,WBBSE,Bengali,249.0,62.25,32.84785,Medium,60.0,75.0,32.84785,0.22088353413654618,0.3333333333333333,2.283254459576502,0,0,0.15592930444697833,0.042759407069555305,0.4991448118586089,0.049600912200684154,20
486,HS,WBCHSE ,90.0,96.0,99,90,81.0,94.0,83.0,93.8,95.7,WBBSE ,Bengali,353.0,88.25,94.75,High,94.0,93.0,94.75,0.2804532577903683,0.23512747875354106,0.9815303430079155,0,0,0.9786202964652223,0.8608893956670467,0.4991448118586089,0.9503990877993158,1
487,HS,CBSE,75.0,86.0,48,62,52.0,61.0,83.0,59.6,0.68,CBSE,English,245.0,61.25,30.14,Medium,61.0,80.5,30.14,0.19591836734693877,0.33877551020408164,2.6708692767086926,1,1,0.07953249714937287,0.2266248574686431,0.4991448118586089,0.05843785632839225,20
488,HS,WBCHSE,82.0,83.0,60,56,60.0,75.0,83.0,72.0,72.0,WBBSE,Bengali,259.0,64.75,72.0,Medium,75.0,82.5,72.0,0.23166023166023167,0.3204633204633205,1.1458333333333333,0,0,0.2354618015963512,0.12343215507411631,0.4991448118586089,0.23090079817559864,9
489,HS,WBCHSE,86.0,90.0,96,61,61.0,75.0,83.0,81.6,88.71,WBBSE,Bengali,301.0,75.25,85.155,Medium,75.0,88.0,85.155,0.31893687707641194,0.2757475083056478,1.0334096647290236,0,0,0.9415621436716077,0.20496009122006842,0.4991448118586089,0.23090079817559864,3
490,ISC,Cisce,88.0,85.0,61,47,53.0,80.0,68.0,71.0,82.2,Cisce,English,229.0,57.25,76.6,Low,80.0,86.5,76.6,0.2663755458515284,0.29694323144104806,1.1292428198433422,0,1,0.26254275940706956,0.006271379703534778,0.052451539338654506,0.4985746864310148,9
491,Other,CENTRAL BOARD OF SECONDARY EDUCATION ,68.0,86.0,44,51,50.0,80.0,54.0,53.4,0.8684,CENTRAL BOARD OF SECONDARY EDUCATION ,English,199.0,49.75,27.1342,Low,80.0,77.0,27.1342,0.22110552763819097,0.271356783919598,2.8377471972639694,0,1,0.02708095781071836,0.042759407069555305,0.010262257696693273,0.4985746864310148,12
492,HS,WBCHSE ,78.0,87.0,80,51,66.0,68.0,83.0,75.8,88.0,WBBSE ,Bengali,280.0,70.0,81.9,Medium,68.0,82.5,81.9,0.2857142857142857,0.29642857142857143,1.0073260073260073,0,0,0.6271379703534777,0.042759407069555305,0.4991448118586089,0.13768529076396807,7
493,HS,WBCHSE,70.0,76.0,54,60,60.0,60.0,83.0,65.2,0.631,WBBSE,Bengali,257.0,64.25,32.9155,Medium,60.0,73.0,32.9155,0.21011673151750973,0.3229571984435798,2.2178001245613768,0,0,0.13968072976054732,0.1790193842645382,0.4991448118586089,0.049600912200684154,20
494,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,84.0,97.0,76,82,87.0,80.0,83.0,86.0,0.88,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,328.0,82.0,43.44,High,80.0,90.5,43.44,0.23170731707317074,0.2530487804878049,2.0833333333333335,0,0,0.5513112884834663,0.677023945267959,0.4991448118586089,0.4985746864310148,2
495,HS,WB Board ,80.0,86.0,60,65,53.0,71.0,83.0,72.4,0.767,WB Board ,Bengali,261.0,65.25,36.5835,Medium,71.0,83.0,36.5835,0.22988505747126436,0.31800766283524906,2.2687823745677695,0,0,0.2354618015963512,0.2967502850627138,0.4991448118586089,0.16904218928164197,9
496,HS,WBBHSE ,50.0,62.0,30,51,54.0,68.0,83.0,57.0,0.68,WBBSE,Bengali,218.0,54.5,28.84,Low,68.0,56.0,28.84,0.13761467889908258,0.38073394495412843,1.941747572815534,0,0,0.0005701254275940707,0.042759407069555305,0.4991448118586089,0.13768529076396807,20
497,HS,WBCHSE ,82.0,77.0,61,68,60.0,72.0,83.0,72.0,0.75,WBSE,Bengali,272.0,68.0,36.375,Medium,72.0,79.5,36.375,0.22426470588235295,0.30514705882352944,2.185567010309278,0,0,0.26254275940706956,0.35347776510832385,0.4991448118586089,0.18329532497149373,13
498,HS,WBCHSE ,85.0,94.0,73,70,78.0,68.0,83.0,80.0,75.0,WBBSE,Bengali,304.0,76.0,77.5,Medium,68.0,89.5,77.5,0.24013157894736842,0.2730263157894737,1.1548387096774193,0,0,0.4823261117445838,0.3848346636259977,0.4991448118586089,0.13768529076396807,4
499,Other,Central Board of Secondary Education,91.0,86.0,57,62,70.0,80.0,78.0,71.6,80.6,Indian Certificate of Secondary Education,English,267.0,66.75,76.1,Medium,80.0,88.5,76.1,0.21348314606741572,0.29213483146067415,1.1629434954007885,0,1,0.18899657924743443,0.2266248574686431,0.11345496009122007,0.4985746864310148,9
500,HS,WBCHSE,70.0,77.0,76,62,61.0,71.0,83.0,71.2,68.14,WBBSE,Bengali,282.0,70.5,69.67,Medium,71.0,73.5,69.67,0.2695035460992908,0.29432624113475175,1.054973446246591,0,0,0.5513112884834663,0.2266248574686431,0.4991448118586089,0.16904218928164197,15
501,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,74.0,83.0,68,64,55.0,64.0,83.0,70.6,0.8614,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,270.0,67.5,35.7307,Medium,64.0,78.5,35.7307,0.2518518518518518,0.3074074074074074,2.1969902632749987,0,0,0.3939566704675028,0.2759407069555302,0.4991448118586089,0.08637400228050171,20
502,HS,WBCHSE,72.0,80.0,80,56,64.0,76.0,83.0,74.4,64.85,WBBSE,Bengali,283.0,70.75,69.625,Medium,76.0,76.0,69.625,0.2826855123674912,0.29328621908127206,1.0915619389587075,0,0,0.6271379703534777,0.12343215507411631,0.4991448118586089,0.2525655644241733,13
503,HS,WBCHSE,78.0,87.0,56,60,54.0,67.0,83.0,69.6,87.0,WBBSE,Bengali,253.0,63.25,78.3,Medium,67.0,82.5,78.3,0.22134387351778656,0.32806324110671936,1.053639846743295,0,0,0.17103762827822122,0.1790193842645382,0.4991448118586089,0.1265678449258837,9
504,SSCE,Central Board of Secondary Education ,72.0,86.0,65,62,58.0,60.0,83.0,63.4,76.6,Central Board of Secondary Education ,English,268.0,67.0,70.0,Medium,60.0,79.0,70.0,0.24253731343283583,0.30970149253731344,1.1285714285714286,0,1,0.33836944127708096,0.2266248574686431,0.4991448118586089,0.049600912200684154,19
505,HS,WBCHSE,88.0,83.0,76,60,80.0,82.0,83.0,81.8,79.0,WBBSE,Bengali,299.0,74.75,80.4,Medium,82.0,85.5,80.4,0.25418060200668896,0.27759197324414714,1.0634328358208955,0,0,0.5513112884834663,0.1790193842645382,0.4991448118586089,0.7346066134549601,9
506,ISC,Council for the Indian School Certificate Examinations,78.0,87.0,43,55,50.0,80.0,73.0,68.6,81.83,Council for the Indian School Certificate Examinations,English,221.0,55.25,75.215,Low,80.0,82.5,75.215,0.19457013574660634,0.33031674208144796,1.0968556803829024,0,1,0.01282782212086659,0.1080387685290764,0.07953249714937287,0.4985746864310148,9
507,HS,West Bengal council of higher secondary education ,85.0,84.0,81,52,74.0,80.0,83.0,80.8,0.89,West Bengal Bord Of Secondary Education ,Bengali,290.0,72.5,40.845,Medium,80.0,84.5,40.845,0.2793103448275862,0.28620689655172415,2.0687966703390868,0,0,0.6505131128848347,0.06727480045610035,0.4991448118586089,0.4985746864310148,9
508,HS,West Bengal Council of Higher Secondary Education ,80.0,85.0,46,52,62.0,80.0,83.0,65.0,78.14,West Bengal Board of Secondary Education ,Hindi,243.0,60.75,71.57,Medium,80.0,82.5,71.57,0.18930041152263374,0.34156378600823045,1.1527176191141542,0,0,0.059578107183580385,0.06727480045610035,0.4991448118586089,0.4985746864310148,9
509,HS,West Bengal Council of Higher Secondary Education,55.0,65.0,62,72,70.0,65.0,83.0,66.8,83.28,West Bengal Board Of Secondary Education,Bengali,287.0,71.75,75.03999999999999,Medium,65.0,60.0,75.03999999999999,0.21602787456445993,0.289198606271777,0.7995735607675907,0,0,0.282497149372862,0.4372862029646522,0.4991448118586089,0.09920182440136831,10
510,ISC,Council for Indian School Certificate Examinations,90.0,79.0,73,68,59.0,87.0,83.0,79.4,81.6,Council of Indian School Certificate Examinations,English,283.0,70.75,80.5,Medium,87.0,84.5,80.5,0.2579505300353357,0.29328621908127206,1.049689440993789,0,1,0.4823261117445838,0.35347776510832385,0.4991448118586089,0.8278221208665907,9
511,HS,WBCHSE,56.0,45.0,44,51,51.0,53.0,83.0,51.2,0.5,WBBSE,Bengali,229.0,57.25,25.85,Low,53.0,50.5,25.85,0.19213973799126638,0.3624454148471616,1.9535783365570598,0,0,0.02708095781071836,0.042759407069555305,0.4991448118586089,0.021664766248574687,20
512,HS,WBCHSE ,66.0,90.0,64,60,63.0,80.0,74.0,71.4,80.7,WBBSE ,Bengali,261.0,65.25,76.05000000000001,Medium,80.0,78.0,76.05000000000001,0.24521072796934865,0.2835249042145594,1.0256410256410255,0,0,0.3209806157354618,0.1790193842645382,0.08551881413911061,0.4985746864310148,10
513,HS,West Bengal board ,90.0,93.0,62,50,77.0,78.0,83.0,80.0,0.734,West Bengal board ,Bengali,272.0,68.0,40.367,Medium,78.0,91.5,40.367,0.22794117647058823,0.30514705882352944,2.2667029999752275,0,0,0.282497149372862,0.021379703534777653,0.4991448118586089,0.2859179019384265,9
514,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,65.0,85.0,50,57,62.0,80.0,51.0,64.0,75.28,WEST BENGAL BOARD OF SECONDARY EDUCATION ,English,220.0,55.0,69.64,Low,80.0,75.0,69.64,0.22727272727272727,0.2318181818181818,1.07696726019529,0,1,0.0903648802736602,0.13740022805017105,0.004561003420752566,0.4985746864310148,12
515,HS,WBCHSE,80.0,84.0,67,58,74.0,75.0,83.0,76.0,63.14,WBBSE,Bengali,282.0,70.5,69.57,Medium,75.0,82.0,69.57,0.2375886524822695,0.29432624113475175,1.1786689665085526,0,0,0.37457240592930446,0.15022805017103763,0.4991448118586089,0.23090079817559864,9
516,HS,West Bengal Council of Higher Secondary Education,70.0,78.0,53,60,72.0,81.0,83.0,72.2,0.61,West Bengal Board of Secondary Education,Bengali,268.0,67.0,36.405,Medium,81.0,74.0,36.405,0.19776119402985073,0.30970149253731344,2.0326878176074716,0,0,0.12229190421892816,0.1790193842645382,0.4991448118586089,0.7115165336374002,12
517,HS,WBCHSE,83.0,87.0,70,70,83.0,77.0,83.0,80.0,91.85,WBBSE,Bengali,306.0,76.5,85.925,Medium,77.0,85.0,85.925,0.22875816993464052,0.27124183006535946,0.9892347977887693,0,0,0.4258836944127708,0.3848346636259977,0.4991448118586089,0.27137970353477764,4
518,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,82.0,75.0,44,61,66.0,70.0,83.0,70.8,75.57,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,254.0,63.5,73.185,Medium,70.0,78.5,73.185,0.1732283464566929,0.32677165354330706,1.0726241716198675,0,0,0.02708095781071836,0.20496009122006842,0.4991448118586089,0.1525085518814139,10
519,HS,WEST BENGAL BOARD COUNCIL OF HIGHER SECONDARY EDUCATION ,77.0,67.0,57,50,52.0,61.0,83.0,62.8,74.0,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,242.0,60.5,68.4,Medium,61.0,72.0,68.4,0.23553719008264462,0.34297520661157027,1.0526315789473684,0,0,0.18899657924743443,0.021379703534777653,0.4991448118586089,0.05843785632839225,19
520,HS,WBCHSE,80.0,86.0,64,66,76.0,60.0,83.0,74.4,78.42,WBBSE,Bengali,289.0,72.25,76.41,Medium,60.0,83.0,76.41,0.22145328719723184,0.28719723183391005,1.0862452558565634,0,0,0.3209806157354618,0.31442417331813,0.4991448118586089,0.049600912200684154,9
