Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude
172,ISC,CISCE,91.0,86.0,91,92,88.0,99.0,83.0,92.2,94.2,CISCE,English,354.0,88.5,93.2,High
173,ISC,Indian School Certificate,91.0,90.0,75,83,66.0,85.0,83.0,84.8,87.9,Indian Certificate of Secondary Education,English,307.0,76.75,86.35,Medium
174,HS,WBCHSE,67.0,87.0,56,62,67.0,73.0,83.0,71.2,0.69,WBBSE,English,268.0,67.0,35.945,Medium
175,HS,West bengal council of higher secondary education ,47.0,52.0,65,60,80.0,80.0,73.0,66.0,73.0,West bengal board of secondary education ,Bengali,278.0,69.5,69.5,Medium
176,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY  EDUCATION,70.0,76.0,68,63,80.0,88.0,83.0,76.4,61.0,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,294.0,73.5,68.7,Medium
177,ISC,CISCE,87.0,86.0,93,91,94.0,80.0,98.0,92.6,94.8,CISCE,English,376.0,94.0,93.69999999999999,High
178,HS,WBCHSE,85.0,91.0,71,73,83.0,96.0,83.0,85.6,0.8671,WBSE,Bengali,310.0,77.5,43.233549999999994,Medium
179,HS,Wbchse ,55.0,68.0,61,50,50.0,80.0,83.0,56.8,84.4,West Bengal ,Hindi,244.0,61.0,70.6,Medium
180,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,87.0,96.0,66,58,66.0,83.0,83.0,79.6,84.857,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,273.0,68.25,82.2285,Medium
181,HS,West Bengal Council of Higher Secondary Education ,94.0,96.0,85,78,77.0,70.0,83.0,86.0,93.28,West Bengal Board of Secondary Education ,Bengali,323.0,80.75,89.64,High
182,ISC,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATION, NEW DELHI",85.0,90.0,88,82,92.0,90.0,83.0,89.0,93.17,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATION, NEW DELHI",English,345.0,86.25,91.08500000000001,High
183,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,86.0,83.0,71,64,65.0,82.0,83.0,77.4,81.7,West Bengal board of secondary education,Bengali,283.0,70.75,79.55000000000001,Medium
184,HS,WBCHSE,95.0,88.0,88,81,75.0,80.0,94.0,89.2,82.28,WBBSE,Bengali,338.0,84.5,85.74000000000001,High
185,HS,WBCHSE ,73.0,92.0,50,63,50.0,76.0,83.0,70.8,0.7557,WBBSE,Bengali,246.0,61.5,35.77785,Medium
186,SSCE,CBSE,95.0,86.0,70,81,84.0,85.0,83.0,83.0,96.6,CBSE,English,318.0,79.5,89.8,Medium
187,ISC,CISCE,88.0,90.0,90,88,75.0,95.0,83.0,90.2,95.0,ICSE,English,336.0,84.0,92.6,High
188,SSCE,CBSE,80.0,86.0,63,63,73.0,76.0,53.0,71.0,73.4,CBSE,English,252.0,63.0,72.2,Medium
189,HS,WBCHSE ,72.0,81.0,62,66,57.0,66.0,83.0,69.4,87.0,WBBSE,Bengali,268.0,67.0,78.2,Medium
190,SSCE,CBSE,91.0,86.0,68,86,84.0,96.0,83.0,85.0,94.6,CBSE,English,321.0,80.25,89.8,High
191,Other,Cbse,91.0,86.0,73,76,72.0,80.0,81.0,78.6,90.8,ICSE,English,302.0,75.5,84.69999999999999,Medium
192,Other,CBSE,90.0,86.0,56,66,65.0,70.0,83.0,69.4,93.0,ICSE,English,270.0,67.5,81.2,Medium
193,Other,CBSE,78.0,86.0,55,62,70.0,80.0,78.0,68.6,88.9,CBSE,English,265.0,66.25,78.75,Medium
194,HS,BOARD OF HIGH SCHOOL AND INTERMEDIATE UTTAR PRADESH,96.0,83.0,87,66,56.0,80.0,83.0,77.6,91.5,BOARD OF HIGH SCHOOL AND INTERMEDIATE UP,Hindi,292.0,73.0,84.55,Medium
195,Other,Central Board of Secondary Education,64.0,86.0,45,53,52.0,74.0,83.0,57.6,70.0,Indian Certificate of Secondary Education,English,233.0,58.25,63.8,Low
196,HS,WBCHSE ,91.0,92.0,62,71,80.0,77.0,83.0,82.2,89.0,WBBSE ,Bengali,296.0,74.0,85.6,Medium
197,HS,WBCHSE,92.0,91.0,80,63,80.0,92.0,83.0,87.0,0.897,WBBSE,Bengali,306.0,76.5,43.9485,Medium
198,HS,West Bengal Council of Higher Secondary Education ,88.0,90.0,72,73,76.0,87.0,83.0,82.8,0.8414,West Bengal Board Of Secondary Education ,Bengali,304.0,76.0,41.820699999999995,Medium
199,HS,WBCHSE,83.0,86.0,75,71,80.0,84.0,83.0,81.6,86.71,WBBSE,Bengali,309.0,77.25,84.155,Medium
200,HS,WBCHSE,71.0,85.0,47,60,53.0,66.0,83.0,67.0,72.86,WBBSE,Bengali,243.0,60.75,69.93,Medium
201,Other,CBSE,49.0,86.0,46,51,50.0,80.0,51.0,49.4,54.8,CBSE ,English,198.0,49.5,52.099999999999994,Low
202,HS,West Bengal Council Of Higher Secondary Education,82.0,82.0,88,66,78.0,80.0,83.0,82.0,91.43,West Bengal Board of Secondary Education,Bengali,315.0,78.75,86.715,Medium
203,Other,Bihar school examination board ,78.0,81.0,71,69,78.0,60.0,83.0,75.4,0.804,Central board of secondary school ,English,301.0,75.25,38.102000000000004,Medium
204,HS,WBCHSE ,87.0,93.0,80,80,73.0,91.0,83.0,86.2,95.8,WBBSE ,Bengali,316.0,79.0,91.0,Medium
205,SSCE,CBSE,87.0,86.0,55,69,66.0,60.0,83.0,67.4,86.0,WBBSE,English,273.0,68.25,76.7,Medium
206,HS,WBCHSE,83.0,98.0,94,80,87.0,80.0,83.0,88.4,91.9,WBBSE,Bengali,344.0,86.0,90.15,High
207,Other,Central Board Of Secondary Education ,83.0,86.0,75,74,68.0,71.0,83.0,74.2,91.0,ICSE ,English,300.0,75.0,82.6,Medium
208,ISC,CISCE,79.0,85.0,58,44,44.0,80.0,54.0,64.0,0.83,CISCE,English,200.0,50.0,32.415,Low
209,ISC,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS OF,93.0,86.0,98,95,92.0,80.0,100.0,95.6,96.0,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,English,385.0,96.25,95.8,High
210,ISC,CISCE,92.0,92.0,95,87,89.0,80.0,94.0,92.4,97.6,CISCE,English,365.0,91.25,95.0,High
211,HS,WBCHSE,87.0,91.0,93,76,85.0,77.0,83.0,86.6,88.86,WBBSE,Bengali,337.0,84.25,87.72999999999999,High
212,HS,WBCHSE,75.0,80.0,60,58,50.0,80.0,83.0,70.6,84.0,WBBSE,Bengali,251.0,62.75,77.3,Medium
213,ISC,ISC,74.0,89.0,62,61,69.0,67.0,83.0,72.2,84.5,ICSE ,English,275.0,68.75,78.35,Medium
214,Other,CBSE ,72.0,86.0,66,70,87.0,80.0,83.0,75.0,92.6,CBSE,English,306.0,76.5,83.8,Medium
215,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,82.0,96.0,56,72,71.0,84.0,83.0,81.0,89.0,WEST BENGAL BOARD OF SECONDARY EDUCATION,English,282.0,70.5,85.0,Medium
216,HS,WBCHSE,88.0,95.0,84,93,96.0,98.0,83.0,94.0,94.43,WBBSE,Bengali,356.0,89.0,94.215,High
217,HS,WBCHSE,72.0,86.0,74,55,67.0,80.0,85.0,76.8,0.8985,WBSE,Bengali,281.0,70.25,38.84925,Medium
218,ISC,Indian School Certificate,78.0,87.0,88,87,82.0,80.0,98.0,88.4,74.5,Indian Certificate Of Secondary Education,English,355.0,88.75,81.45,High
219,HS,WBBSE,91.0,96.0,91,90,82.0,61.0,83.0,90.0,97.0,WBBSE,Bengali,346.0,86.5,93.5,High
220,ISC,Council for the Indian School Certificate Examinations,88.0,86.0,98,89,81.0,64.0,83.0,84.0,94.6,Council for the Indian School Certificate Examinations,English,351.0,87.75,89.3,High
221,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,92.0,92.0,96,81,75.0,74.0,83.0,87.2,91.0,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,335.0,83.75,89.1,High
222,HS,BSEB ,88.0,82.0,93,73,67.0,80.0,83.0,80.6,77.8,BSEB ,Hindi,316.0,79.0,79.19999999999999,Medium
223,Other,Central Board of Secondary Education (CBSE),100.0,86.0,54,61,56.0,62.0,83.0,67.6,0.8933,Indian Certificate of Secondary Education (ICSE),English,254.0,63.5,34.246649999999995,Medium
224,HS,West Bengal Counsil Of Higher Secondary Education ,95.0,97.0,75,75,80.0,80.0,92.0,87.8,95.71,West Bengal Board Of Secondary Education ,Bengali,322.0,80.5,91.755,High
225,HS,West Bengal Council of Higher Secondary Education ,71.0,94.0,51,70,68.0,80.0,85.0,77.6,0.89,West Bengal Board of Secondary Education ,English,274.0,68.5,39.245,Medium
226,HS,WBCHSE,80.0,85.0,56,55,67.0,54.0,83.0,68.6,71.0,WBBSE,Bengali,261.0,65.25,69.8,Medium
227,HS,CBSE,76.0,86.0,46,58,54.0,71.0,83.0,61.0,82.16,CBSE,English,241.0,60.25,71.58,Medium
228,HS,West Bengal Board ,93.0,94.0,90,78,91.0,78.0,83.0,89.2,91.1,West Bengal Board ,Bengali,342.0,85.5,90.15,High
229,Other,CBSE,72.0,86.0,64,77,76.0,83.0,83.0,74.4,0.86,ICSE,English,300.0,75.0,37.63,Medium
230,Other,CBSE,90.0,86.0,68,60,64.0,94.0,65.0,76.2,96.0,CISCE,English,257.0,64.25,86.1,Medium
231,Other,CBSE,82.0,86.0,60,65,70.0,80.0,80.0,71.4,0.94,ICSE,English,275.0,68.75,36.17,Medium
232,HS,Cbse,62.0,86.0,45,52,55.0,80.0,66.0,56.0,80.0,Icse,English,218.0,54.5,68.0,Low
233,HS,WBCHSE,91.0,92.0,82,66,91.0,84.0,83.0,88.0,83.71,WBBSE,Bengali,322.0,80.5,85.85499999999999,High
234,HS,WBBHSE,87.0,88.0,84,78,90.0,78.0,83.0,85.4,81.7,WBBSE,Bengali,335.0,83.75,83.55000000000001,High
235,HS,West Bengal Board Of Higher secondary education ,90.0,72.0,67,61,66.0,85.0,83.0,76.0,73.0,West Bengal board of secondary education ,Bengali,277.0,69.25,74.5,Medium
236,SSCE,Central Board of Secondary Education ,79.0,86.0,54,69,56.0,57.0,83.0,63.0,0.76,Indian Certificate of Secondary Education ,English,262.0,65.5,31.88,Medium
237,HS,WBCHSE,85.0,88.0,94,60,88.0,70.0,83.0,85.0,0.92,WBBSE,Bengali,325.0,81.25,42.96,High
238,HS,Central board of secondary education ,89.0,86.0,71,62,80.0,80.0,79.0,76.2,94.8,Central board of secondary education ,English,292.0,73.0,85.5,Medium
239,ISC,ISC,90.0,86.0,78,80,69.0,51.0,83.0,73.6,87.0,ICSE,English,310.0,77.5,80.3,Medium
240,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,98.0,91.0,100,86,94.0,80.0,83.0,93.8,86.86,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,363.0,90.75,90.33,High
241,HS,WBCHSE ,80.0,96.0,85,76,80.0,77.0,83.0,83.6,88.0,WBBSE ,Bengali,324.0,81.0,85.8,High
242,Other,CBSE,90.0,86.0,77,72,75.0,80.0,85.0,79.8,85.0,CBSE,English,309.0,77.25,82.4,Medium
243,HS,West Bengal Council of Higher Secondary  Education ,82.0,90.0,84,57,71.0,81.0,83.0,81.6,88.28,West Bengal Board of Secondary Education ,Bengali,295.0,73.75,84.94,Medium
244,ISC,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",80.0,86.0,88,69,78.0,80.0,83.0,79.0,85.8,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI ",English,318.0,79.5,82.4,Medium
245,HS,WBCHSE,83.0,91.0,61,76,75.0,88.0,83.0,82.6,90.7,WBCSE,English,295.0,73.75,86.65,Medium
246,SSCE,CBSE,61.0,86.0,56,65,73.0,80.0,92.0,69.4,0.852,CBSE,English,286.0,71.5,35.126000000000005,Medium
247,Other,CBSE,82.0,86.0,69,64,84.0,88.0,83.0,77.4,84.0,ICSE,English,300.0,75.0,80.7,Medium
248,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,83.0,97.0,70,77,80.0,75.0,83.0,82.4,0.918,WEST BENGAL BOARD OF SECONDARY EDUCATION ,English,310.0,77.5,41.659000000000006,Medium
249,ISC,INDIAN SCHOOL CERTIFICATE,73.0,73.0,66,69,71.0,80.0,61.0,70.4,74.33,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATION,English,267.0,66.75,72.36500000000001,Medium
250,SSCE,CBSE,88.0,86.0,95,81,88.0,80.0,71.0,84.6,0.904,ICSE,English,335.0,83.75,42.751999999999995,High
251,HS,WBCHSE,70.0,87.0,76,80,70.0,80.0,72.0,77.0,83.71,WBBSE,Bengali,298.0,74.5,80.35499999999999,Medium
252,HS,WBCHSE ,80.0,83.0,86,80,86.0,71.0,83.0,83.0,0.8842,WBBSE ,Bengali,335.0,83.75,41.9421,High
253,Other,CBSE,87.0,86.0,44,66,82.0,79.0,53.0,73.4,83.4,CBSE,English,245.0,61.25,78.4,Medium
254,HS,WBCHSE,72.0,78.0,90,62,52.0,80.0,73.0,75.0,80.42,WBBSE,Bengali,277.0,69.25,77.71000000000001,Medium
255,ISC,Council for the Indian School Certificate Examination,86.0,86.0,66,81,74.0,80.0,93.0,84.0,90.8,Council for the Indian School Certificate Examination,English,314.0,78.5,87.4,Medium
256,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,77.0,78.0,46,65,78.0,64.0,83.0,72.4,88.42,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,272.0,68.0,80.41,Medium
257,ISC,"Council for the Indian School Certificate Examinations, New Delhi(CISCE)",73.0,74.0,59,60,55.0,64.0,64.0,67.0,86.7,"Council for the Indian School Certificate Examinations, New Delhi(CISCE)",English,238.0,59.5,76.85,Low
258,Other,CBSE,73.0,86.0,56,64,71.0,80.0,78.0,68.4,89.4,CBSE,English,269.0,67.25,78.9,Medium
259,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,94.0,86.0,97,64,82.0,75.0,83.0,86.8,0.938,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,326.0,81.5,43.869,High
260,HS,West Bengal Council of Higher Secondary Education ,80.0,93.0,61,52,65.0,84.0,83.0,76.6,0.7414,West Bengal Board of Secondary Education ,Bengali,261.0,65.25,38.6707,Medium
261,HS,West Bengal Council Of Higher Secondary Education ,88.0,86.0,57,75,76.0,82.0,83.0,81.4,84.29,West Bengal Board Of Secondary Education ,Bengali,291.0,72.75,82.845,Medium
262,HS,CBSE,80.0,86.0,76,70,71.0,90.0,30.0,77.4,86.0,ICSE,English,247.0,61.75,81.7,Medium
263,SSCE,CBSE,80.0,86.0,92,74,74.0,99.0,90.0,87.0,92.2,CBSE,English,330.0,82.5,89.6,High
264,HS,WBCHSE ,83.0,97.0,78,74,58.0,75.0,83.0,81.4,90.28,WBBSE ,Bengali,293.0,73.25,85.84,Medium
265,Other,CENTRAL BOARD OF SECONDARY EDUCATION ,92.0,86.0,87,86,86.0,95.0,83.0,89.2,89.6,CENTRAL BOARD OF SECONDARY EDUCATION ,English,342.0,85.5,89.4,High
266,Other,CBSE,94.0,86.0,72,71,87.0,79.0,83.0,80.6,92.8,ICSE,English,313.0,78.25,86.69999999999999,Medium
267,HS,WBCHSE,70.0,75.0,44,81,75.0,74.0,83.0,75.0,68.57,WBBSE,Bengali,283.0,70.75,71.785,Medium
268,Other,CBSE,87.0,86.0,94,88,89.0,80.0,94.0,90.4,97.4,CBSE,English,365.0,91.25,93.9,High
269,HS,WBCHSE,71.0,81.0,61,67,60.0,62.0,83.0,68.4,79.0,WBBSE ,Bengali,271.0,67.75,73.7,Medium
270,HS,WBBCHSE,87.0,98.0,95,82,84.0,76.0,83.0,89.2,91.57,WBBSE,English,344.0,86.0,90.38499999999999,High
271,ISC,CISCE,90.0,90.0,63,79,65.0,90.0,83.0,82.8,89.02,CISCE,English,290.0,72.5,85.91,Medium
272,HS,WBCHSE,58.0,90.0,70,71,81.0,77.0,83.0,77.8,90.14,Wbbse,English,305.0,76.25,83.97,Medium
273,HS,WBCHSE,77.0,95.0,47,61,60.0,80.0,80.0,74.6,85.0,WBBSE,Bengali,248.0,62.0,79.8,Medium
274,SSCE,CBSE,89.0,86.0,71,71,78.0,80.0,86.0,79.0,87.0,CBSE,English,306.0,76.5,83.0,Medium
275,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,68.0,85.0,51,53,45.0,80.0,56.0,62.6,68.85,WEST BENGAL BOARD OF SECONDARY EDUCATION ,English,205.0,51.25,65.725,Low
276,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,68.0,80.0,56,48,51.0,62.0,83.0,63.4,56.86,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,238.0,59.5,60.129999999999995,Low
277,HS,WBCHSE ,62.0,83.0,58,55,63.0,78.0,83.0,68.8,0.89,WBBSE ,Bengali,259.0,64.75,34.845,Medium
278,ISC,Council for the Indian School Certificate Examinations,87.0,92.0,54,81,80.0,80.0,79.0,83.8,92.3,Council for the Indian School Certificate Examinations ,English,294.0,73.5,88.05,Medium
279,ISC,ISC ,82.0,81.0,86,100,95.0,72.0,83.0,88.8,0.89,ICSE ,English,364.0,91.0,44.845,High
280,HS,NIOS,38.0,86.0,34,47,50.0,80.0,55.0,44.8,63.0,CBSE,English,186.0,46.5,53.9,Low
281,HS,West Bengal Board ,73.0,55.0,70,50,51.0,61.0,83.0,62.0,0.624,West Bengal Board ,Bengali,254.0,63.5,31.312,Medium
282,SSCE,CBSE (Central Board of Secondary Education),85.0,78.0,62,64,78.0,64.0,83.0,73.8,0.846,CISCE (Council for the Indian School Certificate Examinations),English,287.0,71.75,37.323,Medium
283,ISC,CISCE,92.0,86.0,77,93,83.0,80.0,95.0,88.0,95.3,ICSE,English,348.0,87.0,91.65,High
284,HS,CBSE,46.0,86.0,46,59,56.0,60.0,83.0,53.4,76.0,CBSE,English,244.0,61.0,64.7,Medium
285,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,76.0,87.0,52,63,57.0,67.0,83.0,70.0,82.86,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,255.0,63.75,76.43,Medium
286,HS,West Bengal Counsil of Higher Secondary Education ,90.0,82.0,100,72,80.0,86.0,83.0,87.6,84.8,West Bengal Board of Secondary Education ,Bengali,335.0,83.75,86.19999999999999,High
287,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,57.0,82.0,88,64,61.0,65.0,83.0,72.0,90.14,West Bengal board of secondary education ,Bengali,296.0,74.0,81.07,Medium
288,HS,Wbchse,73.0,77.0,60,60,52.0,80.0,83.0,64.4,89.0,Wbse,English,255.0,63.75,76.7,Medium
289,HS,WBCHSE,86.0,83.0,67,70,70.0,80.0,83.0,77.8,93.4,WBBSE,Bengali,290.0,72.5,85.6,Medium
290,ISC,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",84.0,86.0,78,77,72.0,75.0,83.0,77.2,91.0,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",English,310.0,77.5,84.1,Medium
291,SSCE,CBSE,92.0,86.0,83,63,74.0,80.0,75.0,77.4,0.93,CBSE,English,295.0,73.75,39.165000000000006,Medium
292,ISC,CISCE,86.0,86.0,77,86,73.0,80.0,88.0,84.6,96.3,CISCE,English,324.0,81.0,90.44999999999999,High
293,HS,WBCHSE,90.0,90.0,96,67,77.0,82.0,83.0,87.0,93.14,WBBSE,Bengali,323.0,80.75,90.07,High
294,HS,West Bengal Council of Higher Secondary Education,76.0,80.0,63,66,70.0,76.0,83.0,73.6,86.57,West bengal board of secondary education ,Bengali,282.0,70.5,80.085,Medium
295,HS,WBCHSE ,80.0,90.0,74,80,84.0,81.0,83.0,83.0,97.57,WBBSE ,English,321.0,80.25,90.285,High
296,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,60.0,91.0,68,55,81.0,80.0,91.0,78.2,85.14,WEST BENGAL BOARD OF SECONDARY EDUCATION,English,295.0,73.75,81.67,Medium
297,Other,CBSE,75.0,52.0,53,59,54.0,80.0,60.0,60.2,70.6,CBSE,English,226.0,56.5,65.4,Low
298,HS,WBCHSE,90.0,84.0,99,90,87.0,80.0,83.0,90.0,91.57,WBBSE,Hindi,359.0,89.75,90.785,High
299,HS,WBCHSE,73.0,80.0,57,58,65.0,65.0,83.0,68.2,77.57,WBBSE,Bengali,263.0,65.75,72.88499999999999,Medium
300,HS,West Bengal Council of Higher Secondary Education,74.0,94.0,73,60,51.0,66.0,83.0,73.4,92.71,West Bengal Board of Secondary Education,Bengali,267.0,66.75,83.055,Medium
301,Other,CBSE ,83.0,86.0,79,78,80.0,76.0,83.0,79.2,95.4,ICSE,English,320.0,80.0,87.30000000000001,Medium
302,HS,WBCHSE ,78.0,64.0,74,81,81.0,68.0,83.0,76.4,79.0,WBCHSE ,Bengali,319.0,79.75,77.7,Medium
303,Other,CBSE,80.0,91.0,57,57,59.0,80.0,53.0,68.8,0.931,CBSE ,English,226.0,56.5,34.8655,Low
304,HS,West Bengal Council of Higher Secondary Education ,84.0,99.0,79,75,70.0,70.0,83.0,81.4,94.57,West Bengal Board of Secondary Education ,Bengali,307.0,76.75,87.985,Medium
305,SSCE,CBSE,82.0,86.0,70,84,69.0,84.0,83.0,77.8,92.9,CISCE,English,306.0,76.5,85.35,Medium
306,HS,WBCHSE,77.0,87.0,100,51,100.0,71.0,83.0,97.0,86.28,WBBSE,Bengali,334.0,83.5,91.64,High
307,ISC,ISC,85.0,86.0,100,100,100.0,100.0,83.0,100.0,79.2,ICSE,English,383.0,95.75,89.6,High
308,SSCE,CBSE ,83.0,69.0,62,54,66.0,80.0,83.0,72.6,83.3,CBSE ,English,265.0,66.25,77.94999999999999,Medium
309,HS,West Bengal council of higher secondary school ,70.0,80.0,61,64,60.0,62.0,83.0,67.4,80.42,West Bengal board of secondary education ,Bengali,268.0,67.0,73.91,Medium
310,SSCE,Central Board Of Secondary Education ,84.0,86.0,66,70,72.0,75.0,83.0,73.4,91.0,Central Board Of Secondary Education ,English,291.0,72.75,82.2,Medium
311,SSCE,CBSE,77.0,86.0,57,50,76.0,80.0,65.0,65.0,87.83,CBSE,English,248.0,62.0,76.41499999999999,Medium
312,HS,West Bengal Council of Higher Secondary Education,90.0,90.0,85,70,87.0,80.0,93.0,89.0,0.9257,WEST BENGAL COUNCIL OF SECONDARY EDUCATION,Bengali,335.0,83.75,44.96285,High
313,Other,WBCHSE ,70.0,82.0,57,52,53.0,62.0,83.0,64.8,0.8614,WBBSE ,Bengali,245.0,61.25,32.8307,Medium
314,SSCE,CBSE,90.0,86.0,83,71,63.0,80.0,86.0,78.6,96.4,CBSE,English,303.0,75.75,87.5,Medium
315,HS,WBCHSE ,87.0,86.0,74,57,62.0,53.0,83.0,73.2,81.57,WBBSE ,Hindi,276.0,69.0,77.38499999999999,Medium
316,HS,West Bengal Council of Higher Secondary Education,83.0,72.0,78,57,80.0,73.0,83.0,77.2,80.57,West Bengal Board Of Secondary Education,Bengali,298.0,74.5,78.88499999999999,Medium
317,ISC,CISCE,90.0,83.0,100,100,98.0,80.0,100.0,100.0,0.88,CISCE,English,398.0,99.5,50.44,High
318,HS,WEST BENGAL COUNCIL OF HIGHER EDUCATION ,80.0,87.0,61,56,64.0,80.0,71.0,72.6,92.71,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,252.0,63.0,82.655,Medium
319,HS,WBCHSE,74.0,91.0,51,77,71.0,90.0,83.0,80.6,0.7785,WBBSE,English,282.0,70.5,40.689249999999994,Medium
320,SSCE,CBSE,84.0,86.0,63,62,92.0,87.0,83.0,77.6,0.914,CISCE,English,300.0,75.0,39.257,Medium
321,ISC,Council for the Indian School Certificate Examinations,84.0,86.0,69,82,68.0,80.0,100.0,80.8,88.0,Council for the Indian School Certificate Examinations,English,319.0,79.75,84.4,Medium
322,HS,WBCHSE,85.0,97.0,93,85,75.0,80.0,83.0,87.0,93.28,WBBSE,Bengali,336.0,84.0,90.14,High
323,HS,CBSE,84.0,86.0,46,52,53.0,80.0,51.0,57.2,83.83,ICSE,English,202.0,50.5,70.515,Low
324,Other,ODISHA BOARD OF HIGHER SECONDARY EDUCATION ,87.0,85.0,77,73,67.0,80.0,71.0,78.6,72.6,CBSE,English,288.0,72.0,75.6,Medium
325,HS,CBSE,87.0,86.0,54,67,59.0,80.0,87.0,70.8,82.6,CBSE,English,267.0,66.75,76.69999999999999,Medium
326,HS,CENTRAL BOARD OF SECONDARY EDUCATION ,68.0,86.0,55,81,59.0,80.0,83.0,69.2,82.4,CENTRAL BOARD OF SECONDARY EDUCATION ,English,278.0,69.5,75.80000000000001,Medium
327,HS,Wbchse ,87.0,88.0,80,65,80.0,70.0,83.0,81.0,0.83,Wbchse ,Bengali,308.0,77.0,40.915,Medium
328,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION ,81.0,82.0,45,51,54.0,80.0,83.0,62.6,89.0,"COUNCIL FOR THE INDIAN CERTIFICATE EXAMINATIONS,NEW DELHI ",English,233.0,58.25,75.8,Low
329,HS,WBCHSE ,80.0,93.0,97,88,87.0,87.0,83.0,90.4,0.92,WBBSE,English,355.0,88.75,45.660000000000004,High
330,SSCE,CBSE,69.0,86.0,46,61,56.0,53.0,83.0,57.0,0.864,CBSE,English,246.0,61.5,28.932,Medium
331,HS,WBCHSE,80.0,84.0,82,68,62.0,61.0,83.0,75.2,0.82,WBBSE,Bengali,295.0,73.75,38.01,Medium
332,HS,West Bengal Counciling of Higher Secondary condary Education ,54.0,61.0,44,51,55.0,64.0,83.0,57.0,67.14,West Bengal Board of Secondary Education ,Bengali,233.0,58.25,62.07,Low
333,HS,West Bengal Council of Higher Secondary Education,90.0,88.0,75,80,70.0,86.0,83.0,83.8,81.285,West Bengal Board of Secondary Education,Bengali,308.0,77.0,82.54249999999999,Medium
334,HS,West Bengal Council Of Higher Secondary Education,68.0,71.0,54,63,60.0,62.0,83.0,64.8,83.0,West Bengal Board of Secondary Education,Bengali,260.0,65.0,73.9,Medium
335,HS,WBCHSE ,87.0,98.0,77,57,63.0,80.0,83.0,81.6,89.0,WBBSE,Bengali,280.0,70.0,85.3,Medium
336,Other,CBSE,76.0,76.0,55,62,73.0,50.0,83.0,68.4,0.81,ICSE,English,273.0,68.25,34.605000000000004,Medium
337,HS,West Bengal Council of Higher Secondary Education,90.0,83.0,66,56,66.0,80.0,83.0,77.0,89.85,West Bengal Board of Secondary Education,Bengali,271.0,67.75,83.425,Medium
338,ISC,CISCE,88.0,90.0,94,92,90.0,95.0,90.0,92.2,0.935,CISCE,English,366.0,91.5,46.5675,High
339,ISC,CISCE,81.0,81.0,84,59,61.0,80.0,92.0,79.8,90.4,ICSE,English,296.0,74.0,85.1,Medium
340,Other,CBSE,84.0,86.0,82,88,86.0,91.0,92.0,88.2,94.333,CBSE,English,348.0,87.0,91.26650000000001,High
341,HS,West Bengal Council of Higher Secondary,83.0,91.0,96,80,84.0,81.0,83.0,87.0,89.0,West Bengal Board of Secondary Education,Bengali,343.0,85.75,88.0,High
